date,/m/03f_cb,isPartial
2015-12-27,92,False
2016-01-03,78,False
2016-01-10,83,False
2016-01-17,78,False
2016-01-24,91,False
2016-01-31,90,False
2016-02-07,84,False
2016-02-14,100,False
2016-02-21,73,False
2016-02-28,89,False
2016-03-06,92,False
2016-03-13,88,False
2016-03-20,76,False
2016-03-27,89,False
2016-04-03,77,False
2016-04-10,91,False
2016-04-17,90,False
2016-04-24,78,False
2016-05-01,97,False
2016-05-08,97,False
2016-05-15,94,False
2016-05-22,79,False
2016-05-29,85,False
2016-06-05,80,False
2016-06-12,83,False
2016-06-19,83,False
2016-06-26,86,False
2016-07-03,79,False
2016-07-10,72,False
2016-07-17,85,False
2016-07-24,61,False
2016-07-31,76,False
2016-08-07,79,False
2016-08-14,88,False
2016-08-21,79,False
2016-08-28,74,False
2016-09-04,83,False
2016-09-11,77,False
2016-09-18,88,False
2016-09-25,77,False
2016-10-02,86,False
2016-10-09,83,False
2016-10-16,88,False
2016-10-23,88,False
2016-10-30,69,False
2016-11-06,18,False
2016-11-13,15,False
2016-11-20,22,False
2016-11-27,18,False
2016-12-04,14,False
2016-12-11,16,False
2016-12-18,18,False
2016-12-25,17,False
