date,/m/0k_9,isPartial
2015-12-27,79,False
2016-01-03,92,False
2016-01-10,85,False
2016-01-17,82,False
2016-01-24,86,False
2016-01-31,90,False
2016-02-07,82,False
2016-02-14,85,False
2016-02-21,90,False
2016-02-28,85,False
2016-03-06,86,False
2016-03-13,88,False
2016-03-20,79,False
2016-03-27,86,False
2016-04-03,86,False
2016-04-10,88,False
2016-04-17,84,False
2016-04-24,84,False
2016-05-01,81,False
2016-05-08,85,False
2016-05-15,88,False
2016-05-22,87,False
2016-05-29,88,False
2016-06-05,87,False
2016-06-12,87,False
2016-06-19,88,False
2016-06-26,85,False
2016-07-03,84,False
2016-07-10,78,False
2016-07-17,77,False
2016-07-24,82,False
2016-07-31,78,False
2016-08-07,77,False
2016-08-14,74,False
2016-08-21,80,False
2016-08-28,100,False
2016-09-04,91,False
2016-09-11,91,False
2016-09-18,83,False
2016-09-25,79,False
2016-10-02,81,False
2016-10-09,83,False
2016-10-16,80,False
2016-10-23,84,False
2016-10-30,79,False
2016-11-06,96,False
2016-11-13,86,False
2016-11-20,87,False
2016-11-27,85,False
2016-12-04,85,False
2016-12-11,91,False
2016-12-18,83,False
2016-12-25,75,False
