date,/m/0k_9,isPartial
2015-12-27,66,False
2016-01-03,100,False
2016-01-10,78,False
2016-01-17,91,False
2016-01-24,83,False
2016-01-31,68,False
2016-02-07,75,False
2016-02-14,80,False
2016-02-21,73,False
2016-02-28,79,False
2016-03-06,72,False
2016-03-13,81,False
2016-03-20,87,False
2016-03-27,74,False
2016-04-03,89,False
2016-04-10,91,False
2016-04-17,69,False
2016-04-24,75,False
2016-05-01,75,False
2016-05-08,73,False
2016-05-15,84,False
2016-05-22,71,False
2016-05-29,73,False
2016-06-05,75,False
2016-06-12,82,False
2016-06-19,71,False
2016-06-26,66,False
2016-07-03,74,False
2016-07-10,61,False
2016-07-17,67,False
2016-07-24,67,False
2016-07-31,44,False
2016-08-07,54,False
2016-08-14,60,False
2016-08-21,67,False
2016-08-28,77,False
2016-09-04,69,False
2016-09-11,74,False
2016-09-18,77,False
2016-09-25,71,False
2016-10-02,84,False
2016-10-09,89,False
2016-10-16,87,False
2016-10-23,78,False
2016-10-30,81,False
2016-11-06,80,False
2016-11-13,72,False
2016-11-20,65,False
2016-11-27,82,False
2016-12-04,99,False
2016-12-11,87,False
2016-12-18,67,False
2016-12-25,72,False
