date,/m/0jgxn,isPartial
2020-12-27,44,False
2021-01-03,57,False
2021-01-10,67,False
2021-01-17,75,False
2021-01-24,82,False
2021-01-31,94,False
2021-02-07,75,False
2021-02-14,85,False
2021-02-21,80,False
2021-02-28,88,False
2021-03-07,91,False
2021-03-14,91,False
2021-03-21,89,False
2021-03-28,77,False
2021-04-04,79,False
2021-04-11,79,False
2021-04-18,80,False
2021-04-25,86,False
2021-05-02,77,False
2021-05-09,93,False
2021-05-16,95,False
2021-05-23,88,False
2021-05-30,61,False
2021-06-06,71,False
2021-06-13,75,False
2021-06-20,72,False
2021-06-27,66,False
2021-07-04,67,False
2021-07-11,53,False
2021-07-18,62,False
2021-07-25,59,False
2021-08-01,54,False
2021-08-08,55,False
2021-08-15,57,False
2021-08-22,81,False
2021-08-29,68,False
2021-09-05,90,False
2021-09-12,98,False
2021-09-19,98,False
2021-09-26,100,False
2021-10-03,80,False
2021-10-10,88,False
2021-10-17,94,False
2021-10-24,59,False
2021-10-31,81,False
2021-11-07,99,False
2021-11-14,79,False
2021-11-21,75,False
2021-11-28,87,False
2021-12-05,70,False
2021-12-12,74,False
2021-12-19,61,False
2021-12-26,42,False
