date,/m/06796,isPartial
2020-12-27,48,False
2021-01-03,64,False
2021-01-10,60,False
2021-01-17,72,False
2021-01-24,83,False
2021-01-31,87,False
2021-02-07,81,False
2021-02-14,73,False
2021-02-21,78,False
2021-02-28,62,False
2021-03-07,94,False
2021-03-14,87,False
2021-03-21,93,False
2021-03-28,86,False
2021-04-04,89,False
2021-04-11,100,False
2021-04-18,90,False
2021-04-25,82,False
2021-05-02,100,False
2021-05-09,98,False
2021-05-16,85,False
2021-05-23,87,False
2021-05-30,77,False
2021-06-06,76,False
2021-06-13,82,False
2021-06-20,82,False
2021-06-27,80,False
2021-07-04,74,False
2021-07-11,69,False
2021-07-18,61,False
2021-07-25,79,False
2021-08-01,74,False
2021-08-08,78,False
2021-08-15,65,False
2021-08-22,71,False
2021-08-29,66,False
2021-09-05,79,False
2021-09-12,79,False
2021-09-19,77,False
2021-09-26,70,False
2021-10-03,81,False
2021-10-10,88,False
2021-10-17,72,False
2021-10-24,67,False
2021-10-31,74,False
2021-11-07,81,False
2021-11-14,68,False
2021-11-21,65,False
2021-11-28,68,False
2021-12-05,50,False
2021-12-12,66,False
2021-12-19,44,False
2021-12-26,47,False
