date,/m/0k_9,isPartial
2020-12-27,85,False
2021-01-03,75,False
2021-01-10,92,False
2021-01-17,75,False
2021-01-24,72,False
2021-01-31,74,False
2021-02-07,81,False
2021-02-14,80,False
2021-02-21,66,False
2021-02-28,81,False
2021-03-07,100,False
2021-03-14,84,False
2021-03-21,74,False
2021-03-28,78,False
2021-04-04,79,False
2021-04-11,79,False
2021-04-18,79,False
2021-04-25,84,False
2021-05-02,70,False
2021-05-09,90,False
2021-05-16,76,False
2021-05-23,64,False
2021-05-30,75,False
2021-06-06,81,False
2021-06-13,75,False
2021-06-20,75,False
2021-06-27,74,False
2021-07-04,70,False
2021-07-11,61,False
2021-07-18,65,False
2021-07-25,36,False
2021-08-01,70,False
2021-08-08,63,False
2021-08-15,62,False
2021-08-22,80,False
2021-08-29,60,False
2021-09-05,62,False
2021-09-12,62,False
2021-09-19,65,False
2021-09-26,61,False
2021-10-03,77,False
2021-10-10,70,False
2021-10-17,61,False
2021-10-24,69,False
2021-10-31,58,False
2021-11-07,70,False
2021-11-14,61,False
2021-11-21,57,False
2021-11-28,79,False
2021-12-05,78,False
2021-12-12,73,False
2021-12-19,64,False
2021-12-26,87,False
