date,/m/06796,isPartial
2020-12-27,66,False
2021-01-03,87,False
2021-01-10,78,False
2021-01-17,75,False
2021-01-24,86,False
2021-01-31,82,False
2021-02-07,78,False
2021-02-14,92,False
2021-02-21,87,False
2021-02-28,84,False
2021-03-07,76,False
2021-03-14,86,False
2021-03-21,84,False
2021-03-28,75,False
2021-04-04,92,False
2021-04-11,100,False
2021-04-18,87,False
2021-04-25,94,False
2021-05-02,98,False
2021-05-09,82,False
2021-05-16,82,False
2021-05-23,77,False
2021-05-30,73,False
2021-06-06,78,False
2021-06-13,79,False
2021-06-20,86,False
2021-06-27,72,False
2021-07-04,83,False
2021-07-11,69,False
2021-07-18,86,False
2021-07-25,77,False
2021-08-01,77,False
2021-08-08,76,False
2021-08-15,69,False
2021-08-22,76,False
2021-08-29,80,False
2021-09-05,92,False
2021-09-12,85,False
2021-09-19,88,False
2021-09-26,94,False
2021-10-03,89,False
2021-10-10,85,False
2021-10-17,94,False
2021-10-24,81,False
2021-10-31,76,False
2021-11-07,89,False
2021-11-14,91,False
2021-11-21,76,False
2021-11-28,84,False
2021-12-05,85,False
2021-12-12,84,False
2021-12-19,73,False
2021-12-26,69,False
