date,/m/06796,isPartial
2020-12-27,59,False
2021-01-03,100,False
2021-01-10,58,False
2021-01-17,70,False
2021-01-24,63,False
2021-01-31,65,False
2021-02-07,70,False
2021-02-14,69,False
2021-02-21,70,False
2021-02-28,65,False
2021-03-07,66,False
2021-03-14,55,False
2021-03-21,79,False
2021-03-28,62,False
2021-04-04,63,False
2021-04-11,59,False
2021-04-18,63,False
2021-04-25,57,False
2021-05-02,74,False
2021-05-09,57,False
2021-05-16,53,False
2021-05-23,60,False
2021-05-30,75,False
2021-06-06,58,False
2021-06-13,52,False
2021-06-20,54,False
2021-06-27,46,False
2021-07-04,55,False
2021-07-11,68,False
2021-07-18,66,False
2021-07-25,39,False
2021-08-01,42,False
2021-08-08,53,False
2021-08-15,64,False
2021-08-22,75,False
2021-08-29,68,False
2021-09-05,65,False
2021-09-12,62,False
2021-09-19,84,False
2021-09-26,72,False
2021-10-03,90,False
2021-10-10,67,False
2021-10-17,92,False
2021-10-24,67,False
2021-10-31,90,False
2021-11-07,68,False
2021-11-14,63,False
2021-11-21,74,False
2021-11-28,69,False
2021-12-05,57,False
2021-12-12,49,False
2021-12-19,70,False
2021-12-26,42,False
