date,/m/0k_9,isPartial
2020-12-27,62,False
2021-01-03,88,False
2021-01-10,76,False
2021-01-17,74,False
2021-01-24,100,False
2021-01-31,63,False
2021-02-07,84,False
2021-02-14,69,False
2021-02-21,87,False
2021-02-28,84,False
2021-03-07,82,False
2021-03-14,65,False
2021-03-21,79,False
2021-03-28,76,False
2021-04-04,71,False
2021-04-11,77,False
2021-04-18,57,False
2021-04-25,65,False
2021-05-02,60,False
2021-05-09,83,False
2021-05-16,82,False
2021-05-23,62,False
2021-05-30,52,False
2021-06-06,53,False
2021-06-13,73,False
2021-06-20,70,False
2021-06-27,67,False
2021-07-04,80,False
2021-07-11,75,False
2021-07-18,67,False
2021-07-25,68,False
2021-08-01,68,False
2021-08-08,80,False
2021-08-15,58,False
2021-08-22,54,False
2021-08-29,67,False
2021-09-05,68,False
2021-09-12,72,False
2021-09-19,68,False
2021-09-26,64,False
2021-10-03,78,False
2021-10-10,86,False
2021-10-17,76,False
2021-10-24,76,False
2021-10-31,81,False
2021-11-07,86,False
2021-11-14,81,False
2021-11-21,75,False
2021-11-28,84,False
2021-12-05,99,False
2021-12-12,73,False
2021-12-19,62,False
2021-12-26,90,False
