date,/m/0k_9,isPartial
2020-12-27,63,False
2021-01-03,82,False
2021-01-10,94,False
2021-01-17,84,False
2021-01-24,81,False
2021-01-31,90,False
2021-02-07,80,False
2021-02-14,76,False
2021-02-21,88,False
2021-02-28,77,False
2021-03-07,96,False
2021-03-14,87,False
2021-03-21,92,False
2021-03-28,90,False
2021-04-04,82,False
2021-04-11,100,False
2021-04-18,96,False
2021-04-25,94,False
2021-05-02,94,False
2021-05-09,83,False
2021-05-16,91,False
2021-05-23,89,False
2021-05-30,86,False
2021-06-06,69,False
2021-06-13,86,False
2021-06-20,75,False
2021-06-27,74,False
2021-07-04,79,False
2021-07-11,81,False
2021-07-18,73,False
2021-07-25,76,False
2021-08-01,80,False
2021-08-08,76,False
2021-08-15,88,False
2021-08-22,75,False
2021-08-29,74,False
2021-09-05,84,False
2021-09-12,81,False
2021-09-19,86,False
2021-09-26,73,False
2021-10-03,92,False
2021-10-10,95,False
2021-10-17,90,False
2021-10-24,86,False
2021-10-31,93,False
2021-11-07,92,False
2021-11-14,91,False
2021-11-21,88,False
2021-11-28,93,False
2021-12-05,74,False
2021-12-12,79,False
2021-12-19,86,False
2021-12-26,92,False
