date,/m/03f_cb,isPartial
2019-12-29,70,False
2020-01-05,62,False
2020-01-12,61,False
2020-01-19,58,False
2020-01-26,64,False
2020-02-02,62,False
2020-02-09,52,False
2020-02-16,56,False
2020-02-23,59,False
2020-03-01,58,False
2020-03-08,62,False
2020-03-15,53,False
2020-03-22,51,False
2020-03-29,52,False
2020-04-05,53,False
2020-04-12,56,False
2020-04-19,54,False
2020-04-26,54,False
2020-05-03,57,False
2020-05-10,57,False
2020-05-17,75,False
2020-05-24,61,False
2020-05-31,57,False
2020-06-07,62,False
2020-06-14,69,False
2020-06-21,57,False
2020-06-28,60,False
2020-07-05,64,False
2020-07-12,59,False
2020-07-19,65,False
2020-07-26,63,False
2020-08-02,72,False
2020-08-09,67,False
2020-08-16,69,False
2020-08-23,58,False
2020-08-30,58,False
2020-09-06,63,False
2020-09-13,58,False
2020-09-20,60,False
2020-09-27,51,False
2020-10-04,66,False
2020-10-11,58,False
2020-10-18,60,False
2020-10-25,66,False
2020-11-01,60,False
2020-11-08,76,False
2020-11-15,100,False
2020-11-22,74,False
2020-11-29,76,False
2020-12-06,65,False
2020-12-13,76,False
2020-12-20,68,False
2020-12-27,83,False
