date,/m/0jgxn,isPartial
2017-12-31,57,False
2018-01-07,76,False
2018-01-14,77,False
2018-01-21,71,False
2018-01-28,81,False
2018-02-04,68,False
2018-02-11,76,False
2018-02-18,72,False
2018-02-25,64,False
2018-03-04,67,False
2018-03-11,78,False
2018-03-18,86,False
2018-03-25,76,False
2018-04-01,79,False
2018-04-08,82,False
2018-04-15,78,False
2018-04-22,71,False
2018-04-29,75,False
2018-05-06,85,False
2018-05-13,83,False
2018-05-20,87,False
2018-05-27,82,False
2018-06-03,85,False
2018-06-10,82,False
2018-06-17,82,False
2018-06-24,79,False
2018-07-01,79,False
2018-07-08,79,False
2018-07-15,77,False
2018-07-22,78,False
2018-07-29,74,False
2018-08-05,68,False
2018-08-12,56,False
2018-08-19,74,False
2018-08-26,84,False
2018-09-02,91,False
2018-09-09,95,False
2018-09-16,100,False
2018-09-23,91,False
2018-09-30,86,False
2018-10-07,92,False
2018-10-14,91,False
2018-10-21,92,False
2018-10-28,71,False
2018-11-04,93,False
2018-11-11,94,False
2018-11-18,92,False
2018-11-25,92,False
2018-12-02,85,False
2018-12-09,85,False
2018-12-16,77,False
2018-12-23,63,False
2018-12-30,74,False
