date,/m/0jgxn,isPartial
2023-01-01,87,False
2023-01-08,100,False
2023-01-15,99,False
2023-01-22,95,False
2023-01-29,97,False
2023-02-05,94,False
2023-02-12,93,False
2023-02-19,89,False
2023-02-26,87,False
2023-03-05,91,False
2023-03-12,93,False
2023-03-19,93,False
2023-03-26,97,False
2023-04-02,87,False
2023-04-09,84,False
2023-04-16,86,False
2023-04-23,66,False
2023-04-30,76,False
2023-05-07,88,False
2023-05-14,67,False
2023-05-21,89,False
2023-05-28,71,False
2023-06-04,80,False
2023-06-11,75,False
2023-06-18,87,False
2023-06-25,83,False
2023-07-02,73,False
2023-07-09,71,False
2023-07-16,74,False
2023-07-23,67,False
2023-07-30,68,False
2023-08-06,67,False
2023-08-13,73,False
2023-08-20,79,False
2023-08-27,85,False
2023-09-03,88,False
2023-09-10,87,False
2023-09-17,86,False
2023-09-24,90,False
2023-10-01,90,False
2023-10-08,91,False
2023-10-15,87,False
2023-10-22,87,False
2023-10-29,83,False
2023-11-05,89,False
2023-11-12,91,False
2023-11-19,79,False
2023-11-26,75,False
2023-12-03,87,False
2023-12-10,78,False
2023-12-17,77,False
2023-12-24,62,False
2023-12-31,72,False
