date,/m/0k_9,isPartial
2023-01-01,61,False
2023-01-08,73,False
2023-01-15,67,False
2023-01-22,60,False
2023-01-29,49,False
2023-02-05,52,False
2023-02-12,51,False
2023-02-19,45,False
2023-02-26,44,False
2023-03-05,40,False
2023-03-12,47,False
2023-03-19,59,False
2023-03-26,65,False
2023-04-02,58,False
2023-04-09,73,False
2023-04-16,67,False
2023-04-23,60,False
2023-04-30,48,False
2023-05-07,54,False
2023-05-14,59,False
2023-05-21,76,False
2023-05-28,74,False
2023-06-04,44,False
2023-06-11,64,False
2023-06-18,44,False
2023-06-25,50,False
2023-07-02,40,False
2023-07-09,63,False
2023-07-16,53,False
2023-07-23,34,False
2023-07-30,47,False
2023-08-06,71,False
2023-08-13,51,False
2023-08-20,58,False
2023-08-27,65,False
2023-09-03,42,False
2023-09-10,45,False
2023-09-17,100,False
2023-09-24,59,False
2023-10-01,95,False
2023-10-08,67,False
2023-10-15,61,False
2023-10-22,52,False
2023-10-29,78,False
2023-11-05,39,False
2023-11-12,51,False
2023-11-19,57,False
2023-11-26,45,False
2023-12-03,51,False
2023-12-10,63,False
2023-12-17,67,False
2023-12-24,64,False
2023-12-31,66,False
