date,/m/0k_9,isPartial
2023-01-01,94,False
2023-01-08,99,False
2023-01-15,89,False
2023-01-22,92,False
2023-01-29,93,False
2023-02-05,92,False
2023-02-12,90,False
2023-02-19,94,False
2023-02-26,91,False
2023-03-05,94,False
2023-03-12,92,False
2023-03-19,100,False
2023-03-26,96,False
2023-04-02,94,False
2023-04-09,91,False
2023-04-16,96,False
2023-04-23,93,False
2023-04-30,89,False
2023-05-07,88,False
2023-05-14,91,False
2023-05-21,95,False
2023-05-28,83,False
2023-06-04,81,False
2023-06-11,82,False
2023-06-18,83,False
2023-06-25,82,False
2023-07-02,88,False
2023-07-09,83,False
2023-07-16,87,False
2023-07-23,84,False
2023-07-30,88,False
2023-08-06,92,False
2023-08-13,96,False
2023-08-20,84,False
2023-08-27,88,False
2023-09-03,95,False
2023-09-10,92,False
2023-09-17,91,False
2023-09-24,89,False
2023-10-01,91,False
2023-10-08,94,False
2023-10-15,93,False
2023-10-22,88,False
2023-10-29,97,False
2023-11-05,96,False
2023-11-12,93,False
2023-11-19,90,False
2023-11-26,82,False
2023-12-03,86,False
2023-12-10,93,False
2023-12-17,79,False
2023-12-24,69,False
2023-12-31,86,False
