date,/m/03f_cb,isPartial
2023-01-01,75,False
2023-01-08,100,False
2023-01-15,82,False
2023-01-22,77,False
2023-01-29,75,False
2023-02-05,80,False
2023-02-12,81,False
2023-02-19,84,False
2023-02-26,83,False
2023-03-05,83,False
2023-03-12,84,False
2023-03-19,85,False
2023-03-26,79,False
2023-04-02,76,False
2023-04-09,82,False
2023-04-16,85,False
2023-04-23,82,False
2023-04-30,75,False
2023-05-07,77,False
2023-05-14,80,False
2023-05-21,77,False
2023-05-28,73,False
2023-06-04,73,False
2023-06-11,77,False
2023-06-18,73,False
2023-06-25,73,False
2023-07-02,69,False
2023-07-09,64,False
2023-07-16,70,False
2023-07-23,65,False
2023-07-30,68,False
2023-08-06,70,False
2023-08-13,66,False
2023-08-20,67,False
2023-08-27,71,False
2023-09-03,63,False
2023-09-10,72,False
2023-09-17,70,False
2023-09-24,75,False
2023-10-01,76,False
2023-10-08,75,False
2023-10-15,75,False
2023-10-22,73,False
2023-10-29,69,False
2023-11-05,75,False
2023-11-12,80,False
2023-11-19,73,False
2023-11-26,75,False
2023-12-03,69,False
2023-12-10,76,False
2023-12-17,65,False
2023-12-24,65,False
2023-12-31,63,False
