date,/m/06796,isPartial
2023-01-01,77,False
2023-01-08,50,False
2023-01-15,73,False
2023-01-22,64,False
2023-01-29,71,False
2023-02-05,71,False
2023-02-12,57,False
2023-02-19,68,False
2023-02-26,76,False
2023-03-05,73,False
2023-03-12,55,False
2023-03-19,83,False
2023-03-26,56,False
2023-04-02,50,False
2023-04-09,42,False
2023-04-16,52,False
2023-04-23,67,False
2023-04-30,0,False
2023-05-07,65,False
2023-05-14,0,False
2023-05-21,61,False
2023-05-28,85,False
2023-06-04,51,False
2023-06-11,81,False
2023-06-18,45,False
2023-06-25,47,False
2023-07-02,65,False
2023-07-09,67,False
2023-07-16,0,False
2023-07-23,51,False
2023-07-30,64,False
2023-08-06,68,False
2023-08-13,0,False
2023-08-20,73,False
2023-08-27,72,False
2023-09-03,49,False
2023-09-10,74,False
2023-09-17,100,False
2023-09-24,74,False
2023-10-01,92,False
2023-10-08,56,False
2023-10-15,59,False
2023-10-22,59,False
2023-10-29,45,False
2023-11-05,46,False
2023-11-12,56,False
2023-11-19,0,False
2023-11-26,74,False
2023-12-03,63,False
2023-12-10,47,False
2023-12-17,0,False
2023-12-24,55,False
2023-12-31,0,False
