date,/m/0k_9,isPartial
2017-01-01,89,False
2017-01-08,91,False
2017-01-15,100,False
2017-01-22,85,False
2017-01-29,83,False
2017-02-05,79,False
2017-02-12,94,False
2017-02-19,88,False
2017-02-26,86,False
2017-03-05,79,False
2017-03-12,90,False
2017-03-19,82,False
2017-03-26,92,False
2017-04-02,89,False
2017-04-09,85,False
2017-04-16,87,False
2017-04-23,94,False
2017-04-30,100,False
2017-05-07,86,False
2017-05-14,85,False
2017-05-21,78,False
2017-05-28,87,False
2017-06-04,90,False
2017-06-11,88,False
2017-06-18,82,False
2017-06-25,73,False
2017-07-02,91,False
2017-07-09,85,False
2017-07-16,84,False
2017-07-23,87,False
2017-07-30,73,False
2017-08-06,86,False
2017-08-13,91,False
2017-08-20,76,False
2017-08-27,86,False
2017-09-03,80,False
2017-09-10,84,False
2017-09-17,90,False
2017-09-24,78,False
2017-10-01,72,False
2017-10-08,85,False
2017-10-15,88,False
2017-10-22,82,False
2017-10-29,87,False
2017-11-05,95,False
2017-11-12,87,False
2017-11-19,91,False
2017-11-26,89,False
2017-12-03,87,False
2017-12-10,78,False
2017-12-17,76,False
2017-12-24,90,False
2017-12-31,100,False
