date,/m/06796,isPartial
2012-12-30,24,False
2013-01-06,47,False
2013-01-13,54,False
2013-01-20,47,False
2013-01-27,49,False
2013-02-03,44,False
2013-02-10,41,False
2013-02-17,48,False
2013-02-24,50,False
2013-03-03,48,False
2013-03-10,39,False
2013-03-17,42,False
2013-03-24,36,False
2013-03-31,0,False
2013-04-07,57,False
2013-04-14,54,False
2013-04-21,37,False
2013-04-28,46,False
2013-05-05,30,False
2013-05-12,43,False
2013-05-19,36,False
2013-05-26,50,False
2013-06-02,39,False
2013-06-09,33,False
2013-06-16,43,False
2013-06-23,44,False
2013-06-30,50,False
2013-07-07,29,False
2013-07-14,42,False
2013-07-21,38,False
2013-07-28,37,False
2013-08-04,28,False
2013-08-11,28,False
2013-08-18,43,False
2013-08-25,43,False
2013-09-01,44,False
2013-09-08,32,False
2013-09-15,44,False
2013-09-22,43,False
2013-09-29,54,False
2013-10-06,53,False
2013-10-13,44,False
2013-10-20,50,False
2013-10-27,48,False
2013-11-03,100,False
2013-11-10,42,False
2013-11-17,51,False
2013-11-24,45,False
2013-12-01,39,False
2013-12-08,29,False
2013-12-15,61,False
2013-12-22,32,False
2013-12-29,33,False
