date,/m/0k_9,isPartial
2013-12-29,84,False
2014-01-05,79,False
2014-01-12,71,False
2014-01-19,73,False
2014-01-26,76,False
2014-02-02,87,False
2014-02-09,73,False
2014-02-16,84,False
2014-02-23,78,False
2014-03-02,69,False
2014-03-09,80,False
2014-03-16,87,False
2014-03-23,83,False
2014-03-30,66,False
2014-04-06,78,False
2014-04-13,67,False
2014-04-20,88,False
2014-04-27,75,False
2014-05-04,96,False
2014-05-11,86,False
2014-05-18,79,False
2014-05-25,69,False
2014-06-01,90,False
2014-06-08,68,False
2014-06-15,73,False
2014-06-22,85,False
2014-06-29,78,False
2014-07-06,72,False
2014-07-13,77,False
2014-07-20,86,False
2014-07-27,79,False
2014-08-03,81,False
2014-08-10,97,False
2014-08-17,84,False
2014-08-24,81,False
2014-08-31,84,False
2014-09-07,86,False
2014-09-14,94,False
2014-09-21,88,False
2014-09-28,77,False
2014-10-05,80,False
2014-10-12,92,False
2014-10-19,89,False
2014-10-26,100,False
2014-11-02,88,False
2014-11-09,80,False
2014-11-16,80,False
2014-11-23,82,False
2014-11-30,67,False
2014-12-07,66,False
2014-12-14,84,False
2014-12-21,60,False
2014-12-28,61,False
