date,/m/06796,isPartial
2010-12-26,53,False
2011-01-02,76,False
2011-01-09,95,False
2011-01-16,89,False
2011-01-23,93,False
2011-01-30,93,False
2011-02-06,90,False
2011-02-13,84,False
2011-02-20,90,False
2011-02-27,92,False
2011-03-06,84,False
2011-03-13,74,False
2011-03-20,80,False
2011-03-27,83,False
2011-04-03,86,False
2011-04-10,93,False
2011-04-17,82,False
2011-04-24,75,False
2011-05-01,77,False
2011-05-08,74,False
2011-05-15,77,False
2011-05-22,78,False
2011-05-29,73,False
2011-06-05,82,False
2011-06-12,91,False
2011-06-19,85,False
2011-06-26,83,False
2011-07-03,80,False
2011-07-10,82,False
2011-07-17,79,False
2011-07-24,67,False
2011-07-31,64,False
2011-08-07,68,False
2011-08-14,55,False
2011-08-21,75,False
2011-08-28,88,False
2011-09-04,98,False
2011-09-11,100,False
2011-09-18,95,False
2011-09-25,95,False
2011-10-02,91,False
2011-10-09,82,False
2011-10-16,96,False
2011-10-23,87,False
2011-10-30,75,False
2011-11-06,88,False
2011-11-13,88,False
2011-11-20,91,False
2011-11-27,85,False
2011-12-04,72,False
2011-12-11,79,False
2011-12-18,63,False
2011-12-25,54,False
