date,/m/03f_cb,isPartial
2019-12-29,67,False
2020-01-05,48,False
2020-01-12,75,False
2020-01-19,85,False
2020-01-26,54,False
2020-02-02,67,False
2020-02-09,44,False
2020-02-16,64,False
2020-02-23,96,False
2020-03-01,75,False
2020-03-08,52,False
2020-03-15,53,False
2020-03-22,35,False
2020-03-29,49,False
2020-04-05,71,False
2020-04-12,54,False
2020-04-19,41,False
2020-04-26,87,False
2020-05-03,61,False
2020-05-10,60,False
2020-05-17,73,False
2020-05-24,68,False
2020-05-31,70,False
2020-06-07,64,False
2020-06-14,70,False
2020-06-21,49,False
2020-06-28,55,False
2020-07-05,77,False
2020-07-12,70,False
2020-07-19,51,False
2020-07-26,35,False
2020-08-02,78,False
2020-08-09,71,False
2020-08-16,59,False
2020-08-23,73,False
2020-08-30,82,False
2020-09-06,48,False
2020-09-13,57,False
2020-09-20,60,False
2020-09-27,75,False
2020-10-04,100,False
2020-10-11,72,False
2020-10-18,66,False
2020-10-25,73,False
2020-11-01,90,False
2020-11-08,55,False
2020-11-15,57,False
2020-11-22,63,False
2020-11-29,56,False
2020-12-06,63,False
2020-12-13,62,False
2020-12-20,71,False
2020-12-27,69,False
