date,/m/06796,isPartial
2019-12-29,63,False
2020-01-05,74,False
2020-01-12,91,False
2020-01-19,85,False
2020-01-26,84,False
2020-02-02,77,False
2020-02-09,73,False
2020-02-16,72,False
2020-02-23,65,False
2020-03-01,62,False
2020-03-08,44,False
2020-03-15,45,False
2020-03-22,50,False
2020-03-29,51,False
2020-04-05,52,False
2020-04-12,66,False
2020-04-19,55,False
2020-04-26,64,False
2020-05-03,72,False
2020-05-10,76,False
2020-05-17,70,False
2020-05-24,72,False
2020-05-31,70,False
2020-06-07,78,False
2020-06-14,83,False
2020-06-21,77,False
2020-06-28,85,False
2020-07-05,86,False
2020-07-12,76,False
2020-07-19,69,False
2020-07-26,64,False
2020-08-02,63,False
2020-08-09,62,False
2020-08-16,67,False
2020-08-23,73,False
2020-08-30,84,False
2020-09-06,100,False
2020-09-13,93,False
2020-09-20,88,False
2020-09-27,78,False
2020-10-04,89,False
2020-10-11,78,False
2020-10-18,74,False
2020-10-25,66,False
2020-11-01,68,False
2020-11-08,76,False
2020-11-15,86,False
2020-11-22,74,False
2020-11-29,74,False
2020-12-06,77,False
2020-12-13,72,False
2020-12-20,63,False
2020-12-27,74,False
