date,/m/0k_9,isPartial
2015-12-27,73,False
2016-01-03,73,False
2016-01-10,84,False
2016-01-17,83,False
2016-01-24,80,False
2016-01-31,77,False
2016-02-07,74,False
2016-02-14,68,False
2016-02-21,86,False
2016-02-28,73,False
2016-03-06,75,False
2016-03-13,77,False
2016-03-20,81,False
2016-03-27,81,False
2016-04-03,94,False
2016-04-10,95,False
2016-04-17,93,False
2016-04-24,85,False
2016-05-01,75,False
2016-05-08,72,False
2016-05-15,79,False
2016-05-22,76,False
2016-05-29,68,False
2016-06-05,63,False
2016-06-12,74,False
2016-06-19,67,False
2016-06-26,63,False
2016-07-03,70,False
2016-07-10,70,False
2016-07-17,62,False
2016-07-24,64,False
2016-07-31,72,False
2016-08-07,67,False
2016-08-14,63,False
2016-08-21,75,False
2016-08-28,80,False
2016-09-04,80,False
2016-09-11,85,False
2016-09-18,83,False
2016-09-25,79,False
2016-10-02,74,False
2016-10-09,90,False
2016-10-16,90,False
2016-10-23,84,False
2016-10-30,80,False
2016-11-06,89,False
2016-11-13,100,False
2016-11-20,92,False
2016-11-27,93,False
2016-12-04,96,False
2016-12-11,88,False
2016-12-18,75,False
2016-12-25,96,False
