date,/m/0jgxn,isPartial
2015-12-27,19,False
2016-01-03,22,False
2016-01-10,27,False
2016-01-17,18,False
2016-01-24,31,False
2016-01-31,0,False
2016-02-07,25,False
2016-02-14,29,False
2016-02-21,20,False
2016-02-28,25,False
2016-03-06,21,False
2016-03-13,28,False
2016-03-20,25,False
2016-03-27,16,False
2016-04-03,25,False
2016-04-10,26,False
2016-04-17,28,False
2016-04-24,19,False
2016-05-01,0,False
2016-05-08,19,False
2016-05-15,24,False
2016-05-22,26,False
2016-05-29,0,False
2016-06-05,20,False
2016-06-12,31,False
2016-06-19,29,False
2016-06-26,54,False
2016-07-03,22,False
2016-07-10,0,False
2016-07-17,29,False
2016-07-24,0,False
2016-07-31,32,False
2016-08-07,0,False
2016-08-14,25,False
2016-08-21,31,False
2016-08-28,26,False
2016-09-04,0,False
2016-09-11,19,False
2016-09-18,30,False
2016-09-25,31,False
2016-10-02,30,False
2016-10-09,0,False
2016-10-16,45,False
2016-10-23,20,False
2016-10-30,58,False
2016-11-06,100,False
2016-11-13,94,False
2016-11-20,86,False
2016-11-27,74,False
2016-12-04,93,False
2016-12-11,66,False
2016-12-18,80,False
2016-12-25,77,False
