date,/m/06796,isPartial
2015-12-27,41,False
2016-01-03,75,False
2016-01-10,77,False
2016-01-17,70,False
2016-01-24,57,False
2016-01-31,88,False
2016-02-07,85,False
2016-02-14,70,False
2016-02-21,65,False
2016-02-28,63,False
2016-03-06,82,False
2016-03-13,81,False
2016-03-20,58,False
2016-03-27,66,False
2016-04-03,48,False
2016-04-10,80,False
2016-04-17,56,False
2016-04-24,76,False
2016-05-01,60,False
2016-05-08,65,False
2016-05-15,66,False
2016-05-22,58,False
2016-05-29,66,False
2016-06-05,58,False
2016-06-12,92,False
2016-06-19,93,False
2016-06-26,100,False
2016-07-03,73,False
2016-07-10,53,False
2016-07-17,31,False
2016-07-24,37,False
2016-07-31,31,False
2016-08-07,68,False
2016-08-14,58,False
2016-08-21,56,False
2016-08-28,57,False
2016-09-04,57,False
2016-09-11,60,False
2016-09-18,66,False
2016-09-25,53,False
2016-10-02,59,False
2016-10-09,56,False
2016-10-16,57,False
2016-10-23,48,False
2016-10-30,55,False
2016-11-06,69,False
2016-11-13,89,False
2016-11-20,61,False
2016-11-27,77,False
2016-12-04,73,False
2016-12-11,51,False
2016-12-18,46,False
2016-12-25,50,False
