date,/m/0k_9,isPartial
2017-12-31,55,False
2018-01-07,38,False
2018-01-14,62,False
2018-01-21,55,False
2018-01-28,53,False
2018-02-04,51,False
2018-02-11,63,False
2018-02-18,56,False
2018-02-25,67,False
2018-03-04,64,False
2018-03-11,60,False
2018-03-18,62,False
2018-03-25,41,False
2018-04-01,55,False
2018-04-08,66,False
2018-04-15,63,False
2018-04-22,69,False
2018-04-29,65,False
2018-05-06,67,False
2018-05-13,90,False
2018-05-20,86,False
2018-05-27,74,False
2018-06-03,70,False
2018-06-10,79,False
2018-06-17,63,False
2018-06-24,54,False
2018-07-01,71,False
2018-07-08,82,False
2018-07-15,80,False
2018-07-22,85,False
2018-07-29,63,False
2018-08-05,93,False
2018-08-12,74,False
2018-08-19,82,False
2018-08-26,77,False
2018-09-02,79,False
2018-09-09,86,False
2018-09-16,66,False
2018-09-23,72,False
2018-09-30,62,False
2018-10-07,100,False
2018-10-14,51,False
2018-10-21,58,False
2018-10-28,48,False
2018-11-04,66,False
2018-11-11,63,False
2018-11-18,74,False
2018-11-25,64,False
2018-12-02,58,False
2018-12-09,55,False
2018-12-16,39,False
2018-12-23,60,False
2018-12-30,55,False
