date,/m/06796,isPartial
2017-12-31,49,False
2018-01-07,65,False
2018-01-14,70,False
2018-01-21,68,False
2018-01-28,62,False
2018-02-04,62,False
2018-02-11,72,False
2018-02-18,62,False
2018-02-25,52,False
2018-03-04,47,False
2018-03-11,53,False
2018-03-18,64,False
2018-03-25,42,False
2018-04-01,61,False
2018-04-08,65,False
2018-04-15,58,False
2018-04-22,71,False
2018-04-29,48,False
2018-05-06,50,False
2018-05-13,43,False
2018-05-20,40,False
2018-05-27,50,False
2018-06-03,59,False
2018-06-10,52,False
2018-06-17,58,False
2018-06-24,41,False
2018-07-01,44,False
2018-07-08,34,False
2018-07-15,35,False
2018-07-22,36,False
2018-07-29,49,False
2018-08-05,44,False
2018-08-12,58,False
2018-08-19,65,False
2018-08-26,58,False
2018-09-02,64,False
2018-09-09,65,False
2018-09-16,99,False
2018-09-23,71,False
2018-09-30,64,False
2018-10-07,73,False
2018-10-14,57,False
2018-10-21,59,False
2018-10-28,68,False
2018-11-04,90,False
2018-11-11,89,False
2018-11-18,100,False
2018-11-25,89,False
2018-12-02,63,False
2018-12-09,74,False
2018-12-16,87,False
2018-12-23,51,False
2018-12-30,77,False
