date,/m/03f_cb,isPartial
2012-12-30,50,False
2013-01-06,70,False
2013-01-13,77,False
2013-01-20,81,False
2013-01-27,89,False
2013-02-03,82,False
2013-02-10,71,False
2013-02-17,81,False
2013-02-24,70,False
2013-03-03,77,False
2013-03-10,77,False
2013-03-17,78,False
2013-03-24,67,False
2013-03-31,65,False
2013-04-07,77,False
2013-04-14,79,False
2013-04-21,64,False
2013-04-28,68,False
2013-05-05,70,False
2013-05-12,69,False
2013-05-19,79,False
2013-05-26,100,False
2013-06-02,74,False
2013-06-09,72,False
2013-06-16,79,False
2013-06-23,63,False
2013-06-30,78,False
2013-07-07,73,False
2013-07-14,71,False
2013-07-21,59,False
2013-07-28,70,False
2013-08-04,64,False
2013-08-11,66,False
2013-08-18,51,False
2013-08-25,79,False
2013-09-01,86,False
2013-09-08,69,False
2013-09-15,76,False
2013-09-22,67,False
2013-09-29,65,False
2013-10-06,78,False
2013-10-13,74,False
2013-10-20,74,False
2013-10-27,62,False
2013-11-03,65,False
2013-11-10,73,False
2013-11-17,83,False
2013-11-24,55,False
2013-12-01,76,False
2013-12-08,75,False
2013-12-15,64,False
2013-12-22,76,False
2013-12-29,64,False
