date,/m/06796,isPartial
2012-12-30,55,False
2013-01-06,80,False
2013-01-13,57,False
2013-01-20,67,False
2013-01-27,86,False
2013-02-03,70,False
2013-02-10,74,False
2013-02-17,80,False
2013-02-24,80,False
2013-03-03,90,False
2013-03-10,72,False
2013-03-17,75,False
2013-03-24,63,False
2013-03-31,76,False
2013-04-07,71,False
2013-04-14,74,False
2013-04-21,62,False
2013-04-28,76,False
2013-05-05,76,False
2013-05-12,71,False
2013-05-19,80,False
2013-05-26,88,False
2013-06-02,67,False
2013-06-09,68,False
2013-06-16,65,False
2013-06-23,55,False
2013-06-30,52,False
2013-07-07,66,False
2013-07-14,74,False
2013-07-21,63,False
2013-07-28,46,False
2013-08-04,66,False
2013-08-11,53,False
2013-08-18,51,False
2013-08-25,66,False
2013-09-01,77,False
2013-09-08,80,False
2013-09-15,81,False
2013-09-22,78,False
2013-09-29,72,False
2013-10-06,86,False
2013-10-13,90,False
2013-10-20,100,False
2013-10-27,85,False
2013-11-03,74,False
2013-11-10,81,False
2013-11-17,75,False
2013-11-24,79,False
2013-12-01,59,False
2013-12-08,71,False
2013-12-15,68,False
2013-12-22,56,False
2013-12-29,54,False
