date,/m/06796,isPartial
2012-12-30,66,False
2013-01-06,87,False
2013-01-13,70,False
2013-01-20,85,False
2013-01-27,80,False
2013-02-03,87,False
2013-02-10,77,False
2013-02-17,84,False
2013-02-24,78,False
2013-03-03,75,False
2013-03-10,76,False
2013-03-17,92,False
2013-03-24,84,False
2013-03-31,81,False
2013-04-07,82,False
2013-04-14,75,False
2013-04-21,73,False
2013-04-28,68,False
2013-05-05,64,False
2013-05-12,70,False
2013-05-19,76,False
2013-05-26,76,False
2013-06-02,74,False
2013-06-09,72,False
2013-06-16,68,False
2013-06-23,70,False
2013-06-30,79,False
2013-07-07,62,False
2013-07-14,70,False
2013-07-21,61,False
2013-07-28,65,False
2013-08-04,64,False
2013-08-11,60,False
2013-08-18,65,False
2013-08-25,60,False
2013-09-01,100,False
2013-09-08,92,False
2013-09-15,100,False
2013-09-22,85,False
2013-09-29,85,False
2013-10-06,90,False
2013-10-13,96,False
2013-10-20,75,False
2013-10-27,77,False
2013-11-03,96,False
2013-11-10,85,False
2013-11-17,93,False
2013-11-24,83,False
2013-12-01,85,False
2013-12-08,68,False
2013-12-15,69,False
2013-12-22,57,False
2013-12-29,67,False
