date,/m/03f_cb,isPartial
2018-12-30,88,False
2019-01-06,81,False
2019-01-13,79,False
2019-01-20,85,False
2019-01-27,76,False
2019-02-03,79,False
2019-02-10,77,False
2019-02-17,88,False
2019-02-24,85,False
2019-03-03,79,False
2019-03-10,73,False
2019-03-17,100,False
2019-03-24,90,False
2019-03-31,70,False
2019-04-07,84,False
2019-04-14,66,False
2019-04-21,83,False
2019-04-28,73,False
2019-05-05,76,False
2019-05-12,75,False
2019-05-19,75,False
2019-05-26,68,False
2019-06-02,65,False
2019-06-09,72,False
2019-06-16,60,False
2019-06-23,67,False
2019-06-30,58,False
2019-07-07,62,False
2019-07-14,68,False
2019-07-21,69,False
2019-07-28,65,False
2019-08-04,72,False
2019-08-11,68,False
2019-08-18,59,False
2019-08-25,68,False
2019-09-01,56,False
2019-09-08,68,False
2019-09-15,65,False
2019-09-22,67,False
2019-09-29,54,False
2019-10-06,74,False
2019-10-13,67,False
2019-10-20,59,False
2019-10-27,67,False
2019-11-03,60,False
2019-11-10,61,False
2019-11-17,68,False
2019-11-24,64,False
2019-12-01,68,False
2019-12-08,61,False
2019-12-15,59,False
2019-12-22,61,False
2019-12-29,67,False
