date,/m/0k_9,isPartial
2012-01-01,87,False
2012-01-08,68,False
2012-01-15,84,False
2012-01-22,81,False
2012-01-29,82,False
2012-02-05,68,False
2012-02-12,77,False
2012-02-19,82,False
2012-02-26,86,False
2012-03-04,87,False
2012-03-11,77,False
2012-03-18,65,False
2012-03-25,85,False
2012-04-01,59,False
2012-04-08,92,False
2012-04-15,92,False
2012-04-22,70,False
2012-04-29,83,False
2012-05-06,96,False
2012-05-13,71,False
2012-05-20,62,False
2012-05-27,77,False
2012-06-03,88,False
2012-06-10,79,False
2012-06-17,87,False
2012-06-24,71,False
2012-07-01,88,False
2012-07-08,70,False
2012-07-15,75,False
2012-07-22,70,False
2012-07-29,76,False
2012-08-05,77,False
2012-08-12,90,False
2012-08-19,97,False
2012-08-26,78,False
2012-09-02,75,False
2012-09-09,78,False
2012-09-16,78,False
2012-09-23,84,False
2012-09-30,75,False
2012-10-07,81,False
2012-10-14,86,False
2012-10-21,83,False
2012-10-28,76,False
2012-11-04,94,False
2012-11-11,86,False
2012-11-18,92,False
2012-11-25,79,False
2012-12-02,72,False
2012-12-09,76,False
2012-12-16,80,False
2012-12-23,69,False
2012-12-30,100,False
