date,/m/06796,isPartial
2012-01-01,0,False
2012-01-08,99,False
2012-01-15,95,False
2012-01-22,65,False
2012-01-29,72,False
2012-02-05,71,False
2012-02-12,58,False
2012-02-19,58,False
2012-02-26,95,False
2012-03-04,66,False
2012-03-11,86,False
2012-03-18,70,False
2012-03-25,0,False
2012-04-01,82,False
2012-04-08,63,False
2012-04-15,71,False
2012-04-22,90,False
2012-04-29,58,False
2012-05-06,63,False
2012-05-13,94,False
2012-05-20,95,False
2012-05-27,67,False
2012-06-03,0,False
2012-06-10,91,False
2012-06-17,89,False
2012-06-24,66,False
2012-07-01,0,False
2012-07-08,0,False
2012-07-15,100,False
2012-07-22,61,False
2012-07-29,71,False
2012-08-05,63,False
2012-08-12,0,False
2012-08-19,0,False
2012-08-26,62,False
2012-09-02,76,False
2012-09-09,51,False
2012-09-16,87,False
2012-09-23,47,False
2012-09-30,47,False
2012-10-07,0,False
2012-10-14,85,False
2012-10-21,64,False
2012-10-28,65,False
2012-11-04,70,False
2012-11-11,72,False
2012-11-18,60,False
2012-11-25,63,False
2012-12-02,69,False
2012-12-09,72,False
2012-12-16,52,False
2012-12-23,0,False
2012-12-30,60,False
