date,/m/03f_cb,isPartial
2012-01-01,86,False
2012-01-08,81,False
2012-01-15,79,False
2012-01-22,91,False
2012-01-29,83,False
2012-02-05,75,False
2012-02-12,80,False
2012-02-19,83,False
2012-02-26,85,False
2012-03-04,94,False
2012-03-11,82,False
2012-03-18,78,False
2012-03-25,98,False
2012-04-01,100,False
2012-04-08,80,False
2012-04-15,93,False
2012-04-22,90,False
2012-04-29,94,False
2012-05-06,97,False
2012-05-13,85,False
2012-05-20,95,False
2012-05-27,91,False
2012-06-03,90,False
2012-06-10,92,False
2012-06-17,83,False
2012-06-24,81,False
2012-07-01,82,False
2012-07-08,81,False
2012-07-15,87,False
2012-07-22,82,False
2012-07-29,80,False
2012-08-05,75,False
2012-08-12,80,False
2012-08-19,87,False
2012-08-26,86,False
2012-09-02,85,False
2012-09-09,87,False
2012-09-16,81,False
2012-09-23,88,False
2012-09-30,90,False
2012-10-07,85,False
2012-10-14,86,False
2012-10-21,87,False
2012-10-28,76,False
2012-11-04,85,False
2012-11-11,96,False
2012-11-18,93,False
2012-11-25,83,False
2012-12-02,74,False
2012-12-09,79,False
2012-12-16,81,False
2012-12-23,74,False
2012-12-30,94,False
