date,/m/0jgxn,isPartial
2018-12-30,55,False
2019-01-06,46,False
2019-01-13,71,False
2019-01-20,58,False
2019-01-27,37,False
2019-02-03,79,False
2019-02-10,67,False
2019-02-17,51,False
2019-02-24,55,False
2019-03-03,59,False
2019-03-10,82,False
2019-03-17,64,False
2019-03-24,60,False
2019-03-31,73,False
2019-04-07,40,False
2019-04-14,84,False
2019-04-21,39,False
2019-04-28,31,False
2019-05-05,42,False
2019-05-12,53,False
2019-05-19,48,False
2019-05-26,37,False
2019-06-02,36,False
2019-06-09,68,False
2019-06-16,33,False
2019-06-23,37,False
2019-06-30,45,False
2019-07-07,26,False
2019-07-14,58,False
2019-07-21,54,False
2019-07-28,45,False
2019-08-04,49,False
2019-08-11,63,False
2019-08-18,36,False
2019-08-25,54,False
2019-09-01,54,False
2019-09-08,48,False
2019-09-15,64,False
2019-09-22,51,False
2019-09-29,42,False
2019-10-06,38,False
2019-10-13,65,False
2019-10-20,61,False
2019-10-27,37,False
2019-11-03,69,False
2019-11-10,48,False
2019-11-17,64,False
2019-11-24,55,False
2019-12-01,100,False
2019-12-08,64,False
2019-12-15,56,False
2019-12-22,58,False
2019-12-29,34,False
