date,/m/0jgxn,isPartial
2014-12-28,86,False
2015-01-04,82,False
2015-01-11,0,False
2015-01-18,66,False
2015-01-25,62,False
2015-02-01,64,False
2015-02-08,0,False
2015-02-15,71,False
2015-02-22,0,False
2015-03-01,63,False
2015-03-08,0,False
2015-03-15,70,False
2015-03-22,0,False
2015-03-29,87,False
2015-04-05,89,False
2015-04-12,0,False
2015-04-19,0,False
2015-04-26,64,False
2015-05-03,0,False
2015-05-10,88,False
2015-05-17,0,False
2015-05-24,0,False
2015-05-31,59,False
2015-06-07,62,False
2015-06-14,0,False
2015-06-21,0,False
2015-06-28,88,False
2015-07-05,59,False
2015-07-12,0,False
2015-07-19,0,False
2015-07-26,79,False
2015-08-02,0,False
2015-08-09,0,False
2015-08-16,0,False
2015-08-23,0,False
2015-08-30,75,False
2015-09-06,0,False
2015-09-13,94,False
2015-09-20,67,False
2015-09-27,0,False
2015-10-04,100,False
2015-10-11,61,False
2015-10-18,79,False
2015-10-25,55,False
2015-11-01,0,False
2015-11-08,79,False
2015-11-15,0,False
2015-11-22,75,False
2015-11-29,97,False
2015-12-06,68,False
2015-12-13,73,False
2015-12-20,0,False
2015-12-27,0,False
